run,time_min,temp,OD600,OD600_norm,strain,well,media,pos_selection
r2,24.166666666666668,37.1,0.04,0.0023620689655172514,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,49.166666666666664,37.1,0.041,0.0033620689655172523,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,74.16666666666667,37.1,0.042,0.004362068965517253,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,99.16666666666667,37.0,0.043,0.005362068965517247,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,124.16666666666667,37.0,0.044,0.006362068965517248,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,149.16666666666666,37.1,0.046,0.00836206896551725,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,174.16666666666666,37.1,0.049,0.011362068965517252,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,199.16666666666666,37.0,0.051,0.013362068965517247,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,224.16666666666666,37.0,0.054,0.01636206896551725,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,249.16666666666666,37.1,0.058,0.020362068965517253,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,274.1666666666667,37.0,0.063,0.02536206896551725,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,299.1666666666667,37.0,0.069,0.031362068965517256,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,324.1666666666667,37.0,0.077,0.03936206896551725,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,349.1666666666667,37.1,0.087,0.049362068965517245,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,374.1666666666667,37.0,0.102,0.06436206896551724,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,399.1666666666667,37.0,0.117,0.07936206896551726,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,424.1666666666667,37.0,0.139,0.10136206896551726,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,449.1666666666667,37.1,0.172,0.13436206896551722,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,474.1666666666667,37.0,0.209,0.17136206896551726,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,499.1666666666667,37.1,0.252,0.21436206896551724,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,524.1666666666666,37.0,0.3,0.2623620689655172,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,549.1666666666666,37.1,0.355,0.3173620689655172,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,574.1666666666666,37.1,0.411,0.3733620689655172,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,599.1666666666666,37.0,0.46,0.42236206896551726,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,624.1666666666666,37.1,0.507,0.46936206896551724,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,649.1666666666666,37.0,0.547,0.5093620689655173,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,674.1666666666666,37.0,0.581,0.5433620689655172,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,699.1666666666666,37.1,0.612,0.5743620689655172,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,724.1666666666666,37.0,0.644,0.6063620689655173,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,749.1666666666666,37.0,0.655,0.6173620689655173,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,774.1666666666666,37.0,0.676,0.6383620689655173,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,799.1666666666666,37.1,0.694,0.6563620689655172,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,824.1666666666666,37.1,0.707,0.6693620689655172,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,849.1666666666666,37.0,0.72,0.6823620689655172,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,874.1666666666666,37.0,0.73,0.6923620689655172,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,899.1666666666666,37.0,0.739,0.7013620689655172,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,924.1666666666666,37.0,0.746,0.7083620689655172,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,949.1666666666666,37.1,0.752,0.7143620689655172,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,974.1666666666666,37.0,0.758,0.7203620689655172,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,999.1666666666666,37.0,0.763,0.7253620689655172,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,1024.1666666666667,37.1,0.768,0.7303620689655173,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,1049.1666666666667,37.0,0.771,0.7333620689655173,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,1074.1666666666667,37.1,0.774,0.7363620689655173,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,1099.1666666666667,37.0,0.776,0.7383620689655173,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,1124.1666666666667,37.0,0.778,0.7403620689655173,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,1149.1666666666667,37.0,0.779,0.7413620689655173,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,1174.1666666666667,37.1,0.78,0.7423620689655173,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r2,1199.1666666666667,37.0,0.781,0.7433620689655173,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
