run,time_min,temp,OD600,OD600_norm,strain,well,media,pos_selection
r4,6.166666666666667,37.0,0.049,0.049,MG1655_1,A01,M9_0.5%_glucose_supp,0_µg/ml_tc
r4,13.166666666666666,37.0,0.05,0.05,MG1655_1,A01,M9_0.5%_glucose_supp,0_µg/ml_tc
r4,20.166666666666668,37.1,0.051,0.051,MG1655_1,A01,M9_0.5%_glucose_supp,0_µg/ml_tc
r4,27.166666666666668,37.0,0.052,0.052,MG1655_1,A01,M9_0.5%_glucose_supp,0_µg/ml_tc
r4,34.166666666666664,37.0,0.053,0.053,MG1655_1,A01,M9_0.5%_glucose_supp,0_µg/ml_tc
r4,41.166666666666664,37.0,0.054,0.054,MG1655_1,A01,M9_0.5%_glucose_supp,0_µg/ml_tc
r4,48.166666666666664,37.0,0.055,0.055,MG1655_1,A01,M9_0.5%_glucose_supp,0_µg/ml_tc
r4,55.166666666666664,37.0,0.056,0.056,MG1655_1,A01,M9_0.5%_glucose_supp,0_µg/ml_tc
r4,62.166666666666664,37.0,0.057,0.057,MG1655_1,A01,M9_0.5%_glucose_supp,0_µg/ml_tc
r4,69.16666666666667,37.0,0.058,0.058,MG1655_1,A01,M9_0.5%_glucose_supp,0_µg/ml_tc
r4,76.16666666666667,37.0,0.06,0.06,MG1655_1,A01,M9_0.5%_glucose_supp,0_µg/ml_tc
r4,83.16666666666667,37.0,0.061,0.061,MG1655_1,A01,M9_0.5%_glucose_supp,0_µg/ml_tc
r4,90.16666666666667,37.0,0.062,0.062,MG1655_1,A01,M9_0.5%_glucose_supp,0_µg/ml_tc
r4,97.16666666666666,37.0,0.063,0.063,MG1655_1,A01,M9_0.5%_glucose_supp,0_µg/ml_tc
r4,104.16666666666666,37.0,0.064,0.064,MG1655_1,A01,M9_0.5%_glucose_supp,0_µg/ml_tc
r4,111.16666666666666,37.0,0.066,0.066,MG1655_1,A01,M9_0.5%_glucose_supp,0_µg/ml_tc
r4,118.16666666666666,37.1,0.067,0.067,MG1655_1,A01,M9_0.5%_glucose_supp,0_µg/ml_tc
r4,125.16666666666667,37.0,0.068,0.068,MG1655_1,A01,M9_0.5%_glucose_supp,0_µg/ml_tc
r4,132.16666666666666,37.1,0.07,0.07,MG1655_1,A01,M9_0.5%_glucose_supp,0_µg/ml_tc
r4,139.16666666666666,37.1,0.072,0.072,MG1655_1,A01,M9_0.5%_glucose_supp,0_µg/ml_tc
r4,146.16666666666666,37.0,0.074,0.074,MG1655_1,A01,M9_0.5%_glucose_supp,0_µg/ml_tc
